osm_id,ort,plz,bundesland
62522,Gelsenkirchen,45891,Nordrhein-Westfalen
62522,Gelsenkirchen,45892,Nordrhein-Westfalen
62522,Gelsenkirchen,45894,Nordrhein-Westfalen
62522,Gelsenkirchen,45896,Nordrhein-Westfalen
62522,Gelsenkirchen,45897,Nordrhein-Westfalen
62522,Gelsenkirchen,45899,Nordrhein-Westfalen
933868,Geltendorf,82269,Bayern
1145085,Gelting,24395,Schleswig-Holstein
1157530,Geltorf,24884,Schleswig-Holstein
540452,Gemmerich,56357,Rheinland-Pfalz
410523,Gemmingen,75050,Baden-Württemberg
405304,Gemmrigheim,74376,Baden-Württemberg
1171894,Gemünd,54673,Rheinland-Pfalz
443594,Gemünden,35285,Hessen
535006,Gemünden,56459,Rheinland-Pfalz
1245197,Gemünden,55490,Rheinland-Pfalz
349450,Gemünden am Main,97737,Bayern
418330,Gemünden (Felda),35329,Hessen
962266,Genderkingen,86682,Bayern
452992,Gengenbach,77723,Baden-Württemberg
1239654,Gensingen,55457,Rheinland-Pfalz
1283580,Genthin,39291,Sachsen-Anhalt
1283580,Genthin,39307,Sachsen-Anhalt
1171882,Gentingen,54675,Rheinland-Pfalz
1419710,Genzkow,17099,Mecklenburg-Vorpommern
1059456,Georgenberg,92697,Bayern
158414,Georgensgmünd,91166,Bayern
2816724,Georgenthal,99887,Thüringen
2014146,Georgsdorf,49828,Niedersachsen
1819454,Georgsmarienhütte,49124,Niedersachsen
62671,Gera,07545,Thüringen
62671,Gera,07546,Thüringen
62671,Gera,07548,Thüringen
62671,Gera,07549,Thüringen
62671,Gera,07551,Thüringen
62671,Gera,07552,Thüringen
62671,Gera,07554,Thüringen
62671,Gera,07557,Thüringen
396219,Geraberg,98716,Thüringen
388816,Gerabronn,74582,Baden-Württemberg
1077563,Gerach,96161,Bayern
1245116,Gerach,55743,Rheinland-Pfalz
957044,Geratskirchen,84552,Bayern
1253983,Gerbach,67813,Rheinland-Pfalz
2395920,Gerbershausen,37318,Thüringen
163738,Gerbrunn,97218,Bayern
2408251,Gerbstedt,06347,Sachsen-Anhalt
1460249,Gerdau,29581,Niedersachsen
1289807,Gerdshagen,16928,Brandenburg
935148,Geretsried,82538,Bayern
1253813,Gerhardsbrunn,66851,Rheinland-Pfalz
1253813,Gerhardsbrunn,66894,Rheinland-Pfalz
451742,Gerhardshofen,91466,Bayern
543120,Gering,56751,Rheinland-Pfalz
414702,Geringswalde,09326,Sachsen
405812,Gerlingen,70839,Baden-Württemberg
447633,Germaringen,87656,Bayern
933480,Germering,82110,Bayern
904763,Germersheim,76726,Rheinland-Pfalz
2395786,Gernrode,37339,Thüringen
907212,Gernsbach,76593,Baden-Württemberg
443911,Gernsheim,64579,Hessen
384304,Geroda,97779,Bayern
2179162,Geroda,07819,Thüringen
1021708,Geroldsgrün,95179,Bayern
163745,Geroldshausen,97256,Bayern
534399,Gerolfingen,91726,Bayern
391272,Gerolsbach,85302,Bayern
1249738,Gerolsheim,67229,Rheinland-Pfalz
1074556,Gerolstein,54568,Rheinland-Pfalz
318227,Gerolzhofen,97447,Bayern
301041,Gersdorf,09355,Sachsen
454864,Gersfeld,36129,Hessen
1184824,Gersheim,66453,Saarland
2006833,Gersten,49838,Niedersachsen
2714342,Gerstenberg,04617,Thüringen
2890264,Gerstengrund,36419,Thüringen
2772184,Gerstetten,89547,Baden-Württemberg
443126,Gersthofen,86368,Bayern
2885197,Gerstungen,99819,Thüringen
2885197,Gerstungen,99834,Thüringen
1334093,Gerswalde,17268,Brandenburg
2395069,Gerterode,37355,Thüringen
2179163,Gertewitz,07389,Thüringen
191734,Gerzen,84175,Bayern
442915,Geschendorf,23815,Schleswig-Holstein
162733,Gescher,48712,Nordrhein-Westfalen
396224,Geschwenda,98716,Thüringen
1071007,Gesees,95494,Bayern
152782,Geseke,59590,Nordrhein-Westfalen
534082,Geslau,91608,Bayern
443321,Gessertshausen,86459,Bayern
959863,Gestratz,88167,Bayern
2012573,Getelo,49843,Niedersachsen
548491,Gettorf,24214,Schleswig-Holstein
1956782,Gevelsberg,58285,Nordrhein-Westfalen
1269815,Gevenich,56825,Rheinland-Pfalz
1446644,Gevensleben,38384,Niedersachsen
536589,Geyer,09468,Sachsen
162360,Giebelstadt,97232,Bayern
1399094,Gieboldehausen,37434,Niedersachsen
288964,Giekau,24321,Schleswig-Holstein
418869,Gieleroth,57610,Rheinland-Pfalz
1258412,Gielert,54424,Rheinland-Pfalz
1427279,Gielow,17139,Mecklenburg-Vorpommern
2791802,Giengen an der Brenz,89522,Baden-Württemberg
2791802,Giengen an der Brenz,89537,Baden-Württemberg
543121,Gierschnach,56294,Rheinland-Pfalz
416407,Giershausen,57632,Rheinland-Pfalz
2393507,Giersleben,06449,Sachsen-Anhalt
2817249,Gierstädt,99100,Thüringen
1108069,Giesdorf,54614,Rheinland-Pfalz
1168904,Giesen,31180,Niedersachsen
453156,Giesenhausen,57612,Rheinland-Pfalz
1471097,Giesensdorf,23909,Schleswig-Holstein
418617,Gießen,35390,Hessen
418617,Gießen,35392,Hessen
418617,Gießen,35394,Hessen
418617,Gießen,35396,Hessen
418617,Gießen,35398,Hessen
1392806,Gifhorn,38518,Niedersachsen
1392806,Gifhorn,38559,Niedersachsen
932423,Gilching,82205,Bayern
1269801,Gillenbeuren,56825,Rheinland-Pfalz
1085791,Gillenfeld,54558,Rheinland-Pfalz
1263909,Gillersdorf,98701,Thüringen
452206,Gilserberg,34630,Hessen
1808864,Gilten,29690,Niedersachsen
1163513,Gilzem,54298,Rheinland-Pfalz
1248687,Gimbsheim,67578,Rheinland-Pfalz
1244290,Gimbweiler,55767,Rheinland-Pfalz
1140556,Gindorf,54657,Rheinland-Pfalz
2772185,Gingen an der Fils,73333,Baden-Württemberg
1438066,Gingst,18569,Mecklenburg-Vorpommern
444960,Ginsheim-Gustavsburg,65462,Hessen
1246764,Ginsweiler,67742,Rheinland-Pfalz
1258877,Gipperath,54533,Rheinland-Pfalz
535007,Girkenroth,56459,Rheinland-Pfalz
453833,Girod,56412,Rheinland-Pfalz
449878,Gischow,19386,Mecklenburg-Vorpommern
1259139,Gladbach,54518,Rheinland-Pfalz
63504,Gladbeck,45964,Nordrhein-Westfalen
63504,Gladbeck,45966,Nordrhein-Westfalen
63504,Gladbeck,45968,Nordrhein-Westfalen
225492,Gladenbach,35075,Hessen
1246786,Glanbrücken,66887,Rheinland-Pfalz
1418991,Glandorf,49219,Niedersachsen
1246492,Glan-Münchweiler,66907,Rheinland-Pfalz
404298,Glasau,23719,Schleswig-Holstein
2395987,Glasehausen,37308,Thüringen
1976639,Glasewitz,18276,Mecklenburg-Vorpommern
455483,Glashütte,01768,Sachsen
418290,Glashütten,61479,Hessen
1071003,Glashütten,95496,Bayern
1515755,Glasin,23992,Mecklenburg-Vorpommern
1407734,Glasow,17322,Mecklenburg-Vorpommern
534352,Glattbach,63864,Bayern
935844,Glatten,72293,Baden-Württemberg
551073,Glaubitz,01612,Sachsen
450109,Glauburg,63695,Hessen
417028,Glauchau,08371,Sachsen
1050573,Glees,56653,Rheinland-Pfalz
31605,Gleichen,37130,Niedersachsen
2403719,Gleina,06632,Sachsen-Anhalt
962089,Gleiritsch,92723,Bayern
975316,Gleißenberg,93477,Bayern
1252464,Gleisweiler,76835,Rheinland-Pfalz
1252818,Gleiszellen-Gleishorbach,76889,Rheinland-Pfalz
372860,Glewitz,18513,Mecklenburg-Vorpommern
1310103,Glienicke/Nordbahn,16548,Brandenburg
454248,Glinde,21509,Schleswig-Holstein
929915,Glonn,85625,Bayern
956818,Glött,89353,Bayern
70202,Glottertal,79286,Baden-Württemberg
1437954,Glowe,18551,Mecklenburg-Vorpommern
1149288,Glücksburg,24960,Schleswig-Holstein
447206,Glückstadt,25348,Schleswig-Holstein
964253,Glüsing,25779,Schleswig-Holstein
935953,Gmund,83703,Bayern
1050510,Gnarrenburg,27442,Niedersachsen
2778368,Gneus,07646,Thüringen
449953,Gneven,19065,Mecklenburg-Vorpommern
1427897,Gnevkow,17089,Mecklenburg-Vorpommern
393357,Gnewitz,18195,Mecklenburg-Vorpommern
2027763,Gnoien,17179,Mecklenburg-Vorpommern
1015102,Gnotzheim,91728,Bayern
548559,Gnutz,24622,Schleswig-Holstein
167969,Goch,47574,Nordrhein-Westfalen
318303,Gochsheim,97469,Bayern
1252728,Göcklingen,76831,Rheinland-Pfalz
1309677,Göda - Hodźij,02633,Sachsen
533583,Goddert,56244,Rheinland-Pfalz
1419602,Godendorf,17237,Mecklenburg-Vorpommern
1204723,Gödenroth,56290,Rheinland-Pfalz
310364,Gödenstorf,21376,Niedersachsen
2406473,Goethestadt Bad Lauchstädt,06246,Sachsen-Anhalt
915435,Göggingen,73571,Baden-Württemberg
382417,Göhl,23758,Schleswig-Holstein
1451585,Göhlen,19288,Mecklenburg-Vorpommern
1819626,Göhrde,29473,Niedersachsen
1437799,Göhren,18586,Mecklenburg-Vorpommern
2778472,Göhren,04603,Thüringen
1424393,Göhren-Lebbin,17213,Mecklenburg-Vorpommern
534531,Gohrisch,01824,Sachsen
556106,Gokels,25557,Schleswig-Holstein
1427902,Golchen,17089,Mecklenburg-Vorpommern
534055,Goldbach,63773,Bayern
2818244,Goldbach,99869,Thüringen
1284736,Goldbeck,39596,Sachsen-Anhalt
449916,Goldberg,19399,Mecklenburg-Vorpommern
1415665,Goldebek,25862,Schleswig-Holstein
1415663,Goldelund,25862,Schleswig-Holstein
1464851,Göldenitz,23919,Schleswig-Holstein
1398839,Goldenstedt,49424,Niedersachsen
1273182,Goldisthal,98746,Thüringen
1070993,Goldkronach,95497,Bayern
2012574,Gölenkamp,49843,Niedersachsen
1244272,Gollenberg,55767,Rheinland-Pfalz
1332086,Gollenberg,14728,Brandenburg
1254389,Göllheim,67307,Rheinland-Pfalz
356741,Gollhofen,97258,Bayern
2778473,Göllnitz,04626,Thüringen
1184654,Golmbach,37640,Niedersachsen
2778369,Golmsdorf,07751,Thüringen
1389402,Golßen,15938,Brandenburg
540423,Golzow,14778,Brandenburg
1332916,Golzow,15328,Brandenburg
2773186,Gomadingen,72532,Baden-Württemberg
2778693,Gomaringen,72810,Baden-Württemberg
85214,Gommern,39175,Sachsen-Anhalt
85214,Gommern,39245,Sachsen-Anhalt
85214,Gommern,39264,Sachsen-Anhalt
85214,Gommern,39279,Sachsen-Anhalt
85214,Gommern,39291,Sachsen-Anhalt
1252447,Gommersheim,67377,Rheinland-Pfalz
1270320,Gompertshausen,98663,Thüringen
1254713,Gonbach,67724,Rheinland-Pfalz
659844,Gondelsheim,75053,Baden-Württemberg
1108054,Gondenbrett,54595,Rheinland-Pfalz
1182301,Gondershausen,56283,Rheinland-Pfalz
1152705,Gondorf,54647,Rheinland-Pfalz
405630,Gönnebek,24610,Schleswig-Holstein
1022830,Gönnersdorf,53498,Rheinland-Pfalz
1075994,Gönnersdorf,54584,Rheinland-Pfalz
1249960,Gönnheim,67161,Rheinland-Pfalz
552387,Goosefeld,24340,Schleswig-Holstein
2778474,Göpfersdorf,04618,Thüringen
2792098,Göppingen,73033,Baden-Württemberg
2792098,Göppingen,73035,Baden-Württemberg
2792098,Göppingen,73037,Baden-Württemberg
2792098,Göppingen,73116,Baden-Württemberg
1322955,Gorden-Staupitz,03238,Brandenburg
453834,Görgeshausen,56412,Rheinland-Pfalz
448110,Görisried,87657,Bayern
1334090,Göritz,17291,Brandenburg
2179165,Görkwitz,07907,Thüringen
1821786,Gorleben,29475,Niedersachsen
409676,Görlitz,02826,Sachsen
409676,Görlitz,02827,Sachsen
409676,Görlitz,02828,Sachsen
1451525,Gorlosen,19294,Mecklenburg-Vorpommern
1427505,Görmin,17121,Mecklenburg-Vorpommern
422404,Gornau/Erzgebirge,09405,Sachsen
422404,Gornau/Erzgebirge,09437,Sachsen
422404,Gornau/Erzgebirge,09573,Sachsen
1258362,Gornhausen,54472,Rheinland-Pfalz
536009,Gornsdorf,09390,Sachsen
2399484,Görsbach,99765,Thüringen
2388430,Gorsleben,06577,Thüringen
1240413,Görwihl,79733,Baden-Württemberg
537063,Gorxheimertal,69517,Hessen
556564,Görzke,14828,Brandenburg
2179166,Göschitz,07907,Thüringen
2403779,Goseck,06667,Sachsen-Anhalt
2778373,Gösen,07607,Thüringen
55778,Gosen-Neu Zittau,15537,Brandenburg
1245094,Gösenroth,55624,Rheinland-Pfalz
1231967,Gosheim,78559,Baden-Württemberg
1421453,Goslar,38640,Niedersachsen
1421453,Goslar,38642,Niedersachsen
1421453,Goslar,38644,Niedersachsen
1421453,Goslar,38690,Niedersachsen
396565,Gossel,99338,Thüringen
336478,Gössenheim,97780,Bayern
1252768,Gossersweiler-Stein,76857,Rheinland-Pfalz
2179167,Gössitz,07389,Thüringen
2449570,Gößnitz,04639,Thüringen
1080464,Gößweinstein,91327,Bayern
2818690,Gotha,99867,Thüringen
1953880,Gottenheim,79288,Baden-Württemberg
1444885,Gottesgabe,19209,Mecklenburg-Vorpommern
959169,Gotteszell,94239,Bayern
959911,Gottfrieding,84177,Bayern
1424153,Gotthun,17207,Mecklenburg-Vorpommern
1473802,Göttin,21514,Schleswig-Holstein
191361,Göttingen,37073,Niedersachsen
191361,Göttingen,37075,Niedersachsen
191361,Göttingen,37077,Niedersachsen
191361,Göttingen,37079,Niedersachsen
191361,Göttingen,37081,Niedersachsen
191361,Göttingen,37083,Niedersachsen
191361,Göttingen,37085,Niedersachsen
2785109,Gottmadingen,78244,Baden-Württemberg
1258358,Graach an der Mosel,54470,Rheinland-Pfalz
393349,Graal-Müritz,18181,Mecklenburg-Vorpommern
532316,Grabau,23845,Schleswig-Holstein
1469086,Grabau,21493,Schleswig-Holstein
935169,Graben,86836,Bayern
946002,Gräben,14793,Brandenburg
659812,Graben-Neudorf,76676,Baden-Württemberg
941739,Grabenstätt,83355,Bayern
2774196,Grabenstetten,72582,Baden-Württemberg
2539243,Grabfeld,98617,Thüringen
2539243,Grabfeld,98631,Thüringen
1451576,Grabow,19300,Mecklenburg-Vorpommern
1424150,Grabow-Below,17209,Mecklenburg-Vorpommern
2676470,Grabowhöfe,17194,Mecklenburg-Vorpommern
2168243,Gräfelfing,82166,Bayern
722156,Grafenau,71120,Baden-Württemberg
958974,Grafenau,94481,Bayern
2796068,Grafenberg,72661,Baden-Württemberg
1080500,Gräfenberg,91322,Bayern
1258414,Gräfendhron,54426,Rheinland-Pfalz
350013,Gräfendorf,97782,Bayern
1022763,Grafengehaig,95356,Bayern
2800611,Gräfenhain,99887,Thüringen
1327712,Gräfenhainichen,06772,Sachsen-Anhalt
1327712,Gräfenhainichen,06773,Sachsen-Anhalt
1240399,Grafenhausen,79865,Baden-Württemberg
318306,Grafenrheinfeld,97506,Bayern
396227,Gräfenroda,99330,Thüringen
1273253,Gräfenthal,98743,Thüringen
959886,Grafenwiesen,93479,Bayern
1059432,Grafenwöhr,92655,Bayern
1446636,Grafhorst,38462,Niedersachsen
929925,Grafing,85567,Bayern
959815,Grafling,94539,Bayern
933540,Grafrath,82284,Bayern
571654,Grafschaft,53501,Rheinland-Pfalz
939332,Grainau,82491,Bayern
958952,Grainet,94143,Bayern
2778370,Graitschen bei Bürgel,07616,Thüringen
1473804,Grambek,23883,Schleswig-Holstein
1408063,Grambin,17375,Mecklenburg-Vorpommern
1407735,Grambow,17322,Mecklenburg-Vorpommern
1444881,Grambow,19071,Mecklenburg-Vorpommern
1444881,Grambow,19073,Mecklenburg-Vorpommern
372857,Grammendorf,18513,Mecklenburg-Vorpommern
1427702,Grammentin,17153,Mecklenburg-Vorpommern
393338,Grammow,18195,Mecklenburg-Vorpommern
1334104,Gramzow,17291,Brandenburg
454252,Grande,22946,Schleswig-Holstein
1140562,Gransdorf,54533,Rheinland-Pfalz
372875,Gransebieth,18513,Mecklenburg-Vorpommern
1310097,Gransee,16775,Brandenburg
449899,Granzin,19386,Mecklenburg-Vorpommern
1427904,Grapzow,17089,Mecklenburg-Vorpommern
446869,Grasberg,28879,Niedersachsen
543185,Grasbrunn,85630,Bayern
537058,Grasellenbach,64689,Hessen
1446640,Grasleben,38368,Niedersachsen
941728,Grassau,83224,Bayern
959817,Grattersdorf,94541,Bayern
556093,Grauel,24594,Schleswig-Holstein
418414,Grävenwiesbach,61279,Hessen
418328,Grebenau,36323,Hessen
418341,Grebenhain,36355,Hessen
455422,Grebenstein,34393,Hessen
310385,Grebin,24329,Schleswig-Holstein
1451531,Grebs-Niendorf,19294,Mecklenburg-Vorpommern
158569,Greding,91171,Bayern
88740,Grefrath,47929,Nordrhein-Westfalen
933870,Greifenberg,86926,Bayern
215975,Greifenstein,35753,Hessen
62363,Greifswald,17489,Mecklenburg-Vorpommern
62363,Greifswald,17491,Mecklenburg-Vorpommern
62363,Greifswald,17493,Mecklenburg-Vorpommern
935187,Greiling,83677,Bayern
1256084,Greimerath,54314,Rheinland-Pfalz
1258879,Greimerath,54533,Rheinland-Pfalz
1259308,Greimersburg,56814,Rheinland-Pfalz
1277199,Greiz,07973,Thüringen
382420,Gremersdorf,23758,Schleswig-Holstein
372342,Gremersdorf-Buchholz,18461,Mecklenburg-Vorpommern
1016524,Gremsdorf,91350,Bayern
1269723,Grenderich,56858,Rheinland-Pfalz
2787902,Grenzach-Wyhlen,79639,Baden-Württemberg
1451605,Gresse,19258,Mecklenburg-Vorpommern
1809681,Grethem,29690,Niedersachsen
318261,Grettstadt,97508,Bayern
2778496,Greußen,99718,Thüringen
181147,Greußenheim,97259,Bayern
155710,Greven,48268,Nordrhein-Westfalen
1451542,Greven,19258,Mecklenburg-Vorpommern
168489,Grevenbroich,41515,Nordrhein-Westfalen
168489,Grevenbroich,41516,Nordrhein-Westfalen
168489,Grevenbroich,41517,Nordrhein-Westfalen
447346,Grevenkop,25361,Schleswig-Holstein
548518,Grevenkrug,24241,Schleswig-Holstein
1481616,Grevesmühlen,23936,Mecklenburg-Vorpommern
448709,Gribbohm,25596,Schleswig-Holstein
1433742,Gribow,17506,Mecklenburg-Vorpommern
1245115,Griebelschied,55608,Rheinland-Pfalz
1479213,Grieben,23936,Mecklenburg-Vorpommern
2410085,Griefstedt,99638,Thüringen
1246456,Gries,66903,Rheinland-Pfalz
452418,Griesheim,64347,Hessen
937794,Griesingen,89608,Baden-Württemberg
2186923,Griesstätt,83556,Bayern
1257086,Grimburg,54413,Rheinland-Pfalz
422342,Grimma,04668,Sachsen
1273313,Grimmelshausen,98660,Thüringen
372330,Grimmen,18507,Mecklenburg-Vorpommern
1463076,Grinau,23847,Schleswig-Holstein
1427905,Grischow,17089,Mecklenburg-Vorpommern
2179164,Grobengereuth,07389,Thüringen
933494,Gröbenzell,82194,Bayern
1420557,Gröde,25869,Schleswig-Holstein
1303788,Gröden,04932,Brandenburg
1147205,Grödersby,24376,Schleswig-Holstein
1147205,Grödersby,24399,Schleswig-Holstein
551077,Gröditz,01609,Sachsen
420242,Groitzsch,04539,Sachsen
1245778,Grolsheim,55459,Rheinland-Pfalz
935833,Grömbach,72294,Baden-Württemberg
935833,Grömbach,72297,Baden-Württemberg
382428,Grömitz,23743,Schleswig-Holstein
162865,Gronau,48599,Nordrhein-Westfalen
6680417,Gronau,31028,Niedersachsen
1286654,Gröningen,39397,Sachsen-Anhalt
454196,Grönwohld,22956,Schleswig-Holstein
935175,Großaitingen,86845,Bayern
549413,Großalmerode,37247,Hessen
387530,Großbardorf,97633,Bayern
310393,Großbarkau,24245,Schleswig-Holstein
2400529,Großbartloff,37359,Thüringen
55769,Großbeeren,14979,Brandenburg
2007856,Groß Berßen,49777,Niedersachsen
2796104,Großbettlingen,72663,Baden-Württemberg
452422,Groß-Bieberau,64395,Hessen
452422,Groß-Bieberau,64401,Hessen
2778371,Großbockedra,07646,Thüringen
1463289,Groß Boden,23847,Schleswig-Holstein
405257,Großbottwar,71723,Baden-Württemberg
1263903,Großbreitenbach,98701,Thüringen
2410086,Großbrembach,99610,Thüringen
553475,Groß Buchwald,24582,Schleswig-Holstein
1250672,Großbundenbach,66501,Rheinland-Pfalz
1327477,Großderschau,16845,Brandenburg
1469272,Groß Disnack,23911,Schleswig-Holstein
1310452,Groß Düben - Dźěwin,02953,Sachsen
1310452,Groß Düben - Dźěwin,02959,Sachsen
1309634,Großdubrau - Wulka Dubrawa,02694,Sachsen
898632,Großefehn,26629,Niedersachsen
387518,Großeibstadt,97633,Bayern
2779242,Grosselfingen,72415,Baden-Württemberg
423225,Großenaspe,24623,Schleswig-Holstein
382418,Großenbrode,23775,Schleswig-Holstein
2388887,Großenehrich,99718,Thüringen
2902533,Großengottern,99991,Thüringen
551159,Großenhain,01558,Sachsen
551159,Großenhain,01561,Sachsen
1186883,Großenkneten,26197,Niedersachsen
454875,Großenlüder,36137,Hessen
939795,Großenrade,25712,Schleswig-Holstein
454251,Großensee,22946,Schleswig-Holstein
2889812,Großensee,99837,Thüringen
1016520,Großenseebach,91091,Bayern
2788943,Großenstein,07580,Thüringen
1156036,Großenwiehe,24969,Schleswig-Holstein
444946,Großenwörden,21712,Niedersachsen
404653,Großerlach,71577,Baden-Württemberg
2458296,Großeutersdorf,07768,Thüringen
2817259,Großfahner,99100,Thüringen
1252451,Großfischlingen,67483,Rheinland-Pfalz
444535,Groß-Gerau,64521,Hessen
449896,Groß Godems,19372,Mecklenburg-Vorpommern
1099844,Groß Grönau,23627,Schleswig-Holstein
1016394,Großhabersdorf,90613,Bayern
454195,Großhansdorf,22927,Schleswig-Holstein
310413,Großharrie,24625,Schleswig-Holstein
1307623,Großharthau,01909,Sachsen
416497,Großhartmannsdorf,09618,Sachsen
898630,Großheide,26532,Niedersachsen
956866,Großheirath,96269,Bayern
2856444,Großheringen,99518,Thüringen
394449,Großheubach,63920,Bayern
453835,Großholbach,56412,Rheinland-Pfalz
2012320,Groß Ippener,27243,Niedersachsen
1113749,Großkampenberg,54619,Rheinland-Pfalz
1249743,Großkarlbach,67229,Rheinland-Pfalz
2186924,Großkarolinenfeld,83109,Bayern
1424157,Groß Kelle,17207,Mecklenburg-Vorpommern
1433756,Groß Kiesow,17495,Mecklenburg-Vorpommern
1314223,Großkmehlen,01990,Brandenburg
374165,Groß Kordshagen,18442,Mecklenburg-Vorpommern
1389638,Groß Köris,15746,Brandenburg
1451589,Groß Krams,19230,Mecklenburg-Vorpommern
966648,Groß Kreutz (Havel),14550,Brandenburg
535940,Großkrotzenburg,63538,Hessen
423149,Groß Kummerfeld,24626,Schleswig-Holstein
1451501,Groß Laasch,19288,Mecklenburg-Vorpommern
1108077,Großlangenfeld,54608,Rheinland-Pfalz
283613,Großlangheim,97320,Bayern
1384799,Groß Lindow,15295,Brandenburg
1258884,Großlittgen,54534,Rheinland-Pfalz
2778372,Großlöbichau,07751,Thüringen
2400517,Großlohra,99759,Thüringen
1410896,Groß Luckow,17337,Mecklenburg-Vorpommern
444329,Großmaischeid,56276,Rheinland-Pfalz
1079022,Groß Meckelsen,27419,Niedersachsen
943559,Großmehring,85098,Bayern
1419918,Groß Miltzow,17349,Mecklenburg-Vorpommern
371517,Groß Mohrdorf,18445,Mecklenburg-Vorpommern
2411316,Großmölsen,99198,Thüringen
1444876,Groß Molzahn,19217,Mecklenburg-Vorpommern
1307643,Großnaundorf,01936,Sachsen
1419896,Groß Nemerow,17094,Mecklenburg-Vorpommern
2410088,Großneuhausen,99625,Thüringen
422693,Großniedesheim,67259,Rheinland-Pfalz
422732,Groß Niendorf,23816,Schleswig-Holstein
443283,Groß Nordende,25436,Schleswig-Holstein
2856445,Großobringen,99439,Thüringen
1382927,Groß Oesingen,29393,Niedersachsen
444135,Groß Offenseth-Aspern,25355,Schleswig-Holstein
422392,Großolbersdorf,09432,Sachsen
534355,Großostheim,63762,Bayern
1467514,Groß Pampau,21493,Schleswig-Holstein
1289796,Groß Pankow (Prignitz),16928,Brandenburg
1424301,Groß Plasten,17192,Mecklenburg-Vorpommern
1433747,Groß Polzin,17390,Mecklenburg-Vorpommern
283733,Großpösna,04463,Sachsen
1309675,Großpostwitz/O.L. - Budestecy,02692,Sachsen
1275648,Großpürschütz,07751,Thüringen
1352952,Groß Quenstedt,38822,Sachsen-Anhalt
1314217,Großräschen,01983,Brandenburg
1157539,Groß Rheide,24872,Schleswig-Holstein
319196,Großrinderfeld,97950,Baden-Württemberg
1996947,Groß Roge,17166,Mecklenburg-Vorpommern
537047,Groß-Rohrheim,68649,Hessen
2321798,Großröhrsdorf,01900,Sachsen
442926,Groß Rönnau,23795,Schleswig-Holstein
1184874,Großrosseln,66352,Saarland
422289,Großrückerswalde,09518,Sachsen
2411296,Großrudestedt,99195,Thüringen
1469216,Groß Sarau,23627,Schleswig-Holstein
1322607,Groß Schacksdorf-Simmersdorf,03149,Brandenburg
1463078,Groß Schenkenberg,23860,Schleswig-Holstein
415999,Großschirma,09603,Sachsen
418124,Großschönau,02779,Sachsen
418124,Großschönau,02799,Sachsen
2856994,Großschwabhausen,99441,Thüringen
422761,Großschweidnitz,02708,Sachsen
1964340,Groß Schwiesow,18276,Mecklenburg-Vorpommern
451705,Großseifen,56472,Rheinland-Pfalz
1479255,Groß Siemz,23923,Mecklenburg-Vorpommern
1149276,Großsolt,24991,Schleswig-Holstein
1250688,Großsteinhausen,66484,Rheinland-Pfalz
1504825,Groß Stieten,23972,Mecklenburg-Vorpommern
1427906,Groß Teetzleben,17091,Mecklenburg-Vorpommern
1303790,Großthiemig,04932,Brandenburg
1446662,Groß Twülpstedt,38464,Niedersachsen
452389,Groß-Umstadt,64823,Hessen
1267902,Großvargula,99958,Thüringen
548547,Groß Vollstedt,24802,Schleswig-Holstein
395324,Großwallstadt,63868,Bayern
939364,Großweil,82439,Bayern
415410,Großweitzschen,04720,Sachsen
550773,Groß Wittensee,24361,Schleswig-Holstein
1979184,Groß Wokern,17166,Mecklenburg-Vorpommern
1310081,Großwoltersdorf,16775,Brandenburg
2029538,Groß Wüstenfelde,17168,Mecklenburg-Vorpommern
452394,Groß-Zimmern,64846,Hessen
1395343,Grothusenkoog,25836,Schleswig-Holstein
1467347,Grove,21493,Schleswig-Holstein
949290,Groven,25774,Schleswig-Holstein
1273260,Grub,98530,Thüringen
956863,Grub a.Forst,96271,Bayern
382424,Grube,23749,Schleswig-Holstein
2793120,Gruibingen,73344,Baden-Württemberg
1246770,Grumbach,67745,Rheinland-Pfalz
443864,Grünbach,08223,Sachsen
418613,Grünberg,35305,Hessen
535927,Gründau,63584,Hessen
1149281,Grundhof,24977,Schleswig-Holstein
2828857,Grundsheim,89613,Baden-Württemberg
422317,Grünebach,57520,Rheinland-Pfalz
959861,Grünenbach,88167,Bayern
279222,Grünendeich,21720,Niedersachsen
1314281,Grünewald,01945,Brandenburg
419005,Grünhain-Beierfeld,08344,Sachsen
422307,Grünhainichen,09579,Sachsen
1384848,Grünheide (Mark),15537,Brandenburg
2808300,Grünkraut,88287,Baden-Württemberg
1334112,Grünow,17291,Brandenburg
1419604,Grünow,17237,Mecklenburg-Vorpommern
1384833,Grunow-Dammendorf,15299,Brandenburg
319197,Grünsfeld,97947,Baden-Württemberg
907049,Grünstadt,67269,Rheinland-Pfalz
415806,Grünwald,82031,Bayern
415806,Grünwald,82064,Bayern
55190,Gschwend,74417,Baden-Württemberg
2186925,Gstadt am Chiemsee,83257,Bayern
1351322,Guben,03172,Brandenburg
557143,Güby,24357,Schleswig-Holstein
535008,Guckheim,56459,Rheinland-Pfalz
537143,Gückingen,65558,Rheinland-Pfalz
418220,Gudendorf,25693,Schleswig-Holstein
452195,Gudensberg,34281,Hessen
444925,Guderhandviertel,21720,Niedersachsen
1474024,Gudow,23899,Schleswig-Holstein
2808130,Guggenhausen,88379,Baden-Württemberg
410517,Güglingen,74363,Baden-Württemberg
1322839,Guhrow,03096,Brandenburg
1243997,Guldental,55452,Rheinland-Pfalz
